_id,REGION,LOCATION,PLANT,LINE,MODEL,OPERATOR,DEVICEID,PARAMETER,DATA
ObjectId(5b22316c30d0fb1c1e0262c6),tn,hosur,p1,l1,m1,op1,d1,temp,277
ObjectId(5b22316d30d0fb1c1e0262c7),tn,hosur,p1,l1,m1,op1,d1,temp,278
ObjectId(5b22316e30d0fb1c1e0262c8),tn,hosur,p1,l1,m1,op1,d1,temp,279
ObjectId(5b22316f30d0fb1c1e0262c9),tn,hosur,p1,l1,m1,op1,d1,temp,280
ObjectId(5b22317030d0fb1c1e0262ca),tn,hosur,p1,l1,m1,op1,d1,temp,281
ObjectId(5b22317130d0fb1c1e0262cb),tn,hosur,p1,l1,m1,op1,d1,temp,282
ObjectId(5b22317230d0fb1c1e0262cc),tn,hosur,p1,l1,m1,op1,d1,temp,283
ObjectId(5b22317330d0fb1c1e0262cd),tn,hosur,p1,l1,m1,op1,d1,temp,284
ObjectId(5b22317430d0fb1c1e0262ce),tn,hosur,p1,l1,m1,op1,d1,temp,285
ObjectId(5b22317530d0fb1c1e0262cf),tn,hosur,p1,l1,m1,op1,d1,temp,286
ObjectId(5b22317630d0fb1c1e0262d0),tn,hosur,p1,l1,m1,op1,d1,temp,287
ObjectId(5b22317730d0fb1c1e0262d1),tn,hosur,p1,l1,m1,op1,d1,temp,288
ObjectId(5b22317830d0fb1c1e0262d2),tn,hosur,p1,l1,m1,op1,d1,temp,289
ObjectId(5b22317930d0fb1c1e0262d3),tn,hosur,p1,l1,m1,op1,d1,temp,290
ObjectId(5b22317a30d0fb1c1e0262d4),tn,hosur,p1,l1,m1,op1,d1,temp,291
ObjectId(5b22317b30d0fb1c1e0262d5),tn,hosur,p1,l1,m1,op1,d1,temp,292
ObjectId(5b22317c30d0fb1c1e0262d6),tn,hosur,p1,l1,m1,op1,d1,temp,293
ObjectId(5b22317d30d0fb1c1e0262d7),tn,hosur,p1,l1,m1,op1,d1,temp,294
ObjectId(5b22317e30d0fb1c1e0262d8),tn,hosur,p1,l1,m1,op1,d1,temp,295
ObjectId(5b22317f30d0fb1c1e0262d9),tn,hosur,p1,l1,m1,op1,d1,temp,296
ObjectId(5b22318030d0fb1c1e0262da),tn,hosur,p1,l1,m1,op1,d1,temp,297
ObjectId(5b22318130d0fb1c1e0262db),tn,hosur,p1,l1,m1,op1,d1,temp,298
ObjectId(5b22318230d0fb1c1e0262dc),tn,hosur,p1,l1,m1,op1,d1,temp,299
ObjectId(5b22318330d0fb1c1e0262dd),tn,hosur,p1,l1,m1,op1,d1,temp,300
ObjectId(5b22318430d0fb1c1e0262de),tn,hosur,p1,l1,m1,op1,d1,temp,301
ObjectId(5b22318530d0fb1c1e0262df),tn,hosur,p1,l1,m1,op1,d1,temp,302
ObjectId(5b22318630d0fb1c1e0262e0),tn,hosur,p1,l1,m1,op1,d1,temp,303
ObjectId(5b22318730d0fb1c1e0262e1),tn,hosur,p1,l1,m1,op1,d1,temp,304
ObjectId(5b22318830d0fb1c1e0262e2),tn,hosur,p1,l1,m1,op1,d1,temp,305
ObjectId(5b22318930d0fb1c1e0262e3),tn,hosur,p1,l1,m1,op1,d1,temp,306
ObjectId(5b22318a30d0fb1c1e0262e4),tn,hosur,p1,l1,m1,op1,d1,temp,307
ObjectId(5b22318b30d0fb1c1e0262e5),tn,hosur,p1,l1,m1,op1,d1,temp,308
ObjectId(5b22318c30d0fb1c1e0262e6),tn,hosur,p1,l1,m1,op1,d1,temp,309
ObjectId(5b22318d30d0fb1c1e0262e7),tn,hosur,p1,l1,m1,op1,d1,temp,310
ObjectId(5b22318e30d0fb1c1e0262e8),tn,hosur,p1,l1,m1,op1,d1,temp,311
ObjectId(5b22318f30d0fb1c1e0262e9),tn,hosur,p1,l1,m1,op1,d1,temp,312
ObjectId(5b22319030d0fb1c1e0262ea),tn,hosur,p1,l1,m1,op1,d1,temp,313
ObjectId(5b22319130d0fb1c1e0262eb),tn,hosur,p1,l1,m1,op1,d1,temp,314
ObjectId(5b22319230d0fb1c1e0262ec),tn,hosur,p1,l1,m1,op1,d1,temp,315
ObjectId(5b22319330d0fb1c1e0262ed),tn,hosur,p1,l1,m1,op1,d1,temp,316
ObjectId(5b22319430d0fb1c1e0262ee),tn,hosur,p1,l1,m1,op1,d1,temp,317
ObjectId(5b22319530d0fb1c1e0262ef),tn,hosur,p1,l1,m1,op1,d1,temp,318
ObjectId(5b22319630d0fb1c1e0262f0),tn,hosur,p1,l1,m1,op1,d1,temp,319
ObjectId(5b22319730d0fb1c1e0262f1),tn,hosur,p1,l1,m1,op1,d1,temp,320
ObjectId(5b22319830d0fb1c1e0262f2),tn,hosur,p1,l1,m1,op1,d1,temp,321
ObjectId(5b22319930d0fb1c1e0262f3),tn,hosur,p1,l1,m1,op1,d1,temp,322
ObjectId(5b22319a30d0fb1c1e0262f4),tn,hosur,p1,l1,m1,op1,d1,temp,323
ObjectId(5b22319b30d0fb1c1e0262f5),tn,hosur,p1,l1,m1,op1,d1,temp,324
ObjectId(5b22319c30d0fb1c1e0262f6),tn,hosur,p1,l1,m1,op1,d1,temp,325
ObjectId(5b22319d30d0fb1c1e0262f7),tn,hosur,p1,l1,m1,op1,d1,temp,326
ObjectId(5b22319e30d0fb1c1e0262f8),tn,hosur,p1,l1,m1,op1,d1,temp,327
ObjectId(5b22319f30d0fb1c1e0262f9),tn,hosur,p1,l1,m1,op1,d1,temp,328
ObjectId(5b2231a030d0fb1c1e0262fa),tn,hosur,p1,l1,m1,op1,d1,temp,329
ObjectId(5b2231a130d0fb1c1e0262fb),tn,hosur,p1,l1,m1,op1,d1,temp,330
ObjectId(5b2231a230d0fb1c1e0262fc),tn,hosur,p1,l1,m1,op1,d1,temp,331
ObjectId(5b2231a330d0fb1c1e0262fd),tn,hosur,p1,l1,m1,op1,d1,temp,332
ObjectId(5b2231a430d0fb1c1e0262fe),tn,hosur,p1,l1,m1,op1,d1,temp,333
ObjectId(5b2231a530d0fb1c1e0262ff),tn,hosur,p1,l1,m1,op1,d1,temp,334
ObjectId(5b2231a630d0fb1c1e026300),tn,hosur,p1,l1,m1,op1,d1,temp,335
ObjectId(5b2231a730d0fb1c1e026301),tn,hosur,p1,l1,m1,op1,d1,temp,336
ObjectId(5b2231a830d0fb1c1e026302),tn,hosur,p1,l1,m1,op1,d1,temp,337
ObjectId(5b2231a930d0fb1c1e026303),tn,hosur,p1,l1,m1,op1,d1,temp,338
ObjectId(5b2231aa30d0fb1c1e026304),tn,hosur,p1,l1,m1,op1,d1,temp,339
ObjectId(5b2231ab30d0fb1c1e026305),tn,hosur,p1,l1,m1,op1,d1,temp,340
ObjectId(5b2231ac30d0fb1c1e026306),tn,hosur,p1,l1,m1,op1,d1,temp,341
ObjectId(5b2231ad30d0fb1c1e026307),tn,hosur,p1,l1,m1,op1,d1,temp,342
ObjectId(5b2231ae30d0fb1c1e026308),tn,hosur,p1,l1,m1,op1,d1,temp,343
ObjectId(5b2231af30d0fb1c1e026309),tn,hosur,p1,l1,m1,op1,d1,temp,344
ObjectId(5b2231b030d0fb1c1e02630a),tn,hosur,p1,l1,m1,op1,d1,temp,345
ObjectId(5b2231b130d0fb1c1e02630b),tn,hosur,p1,l1,m1,op1,d1,temp,346
ObjectId(5b2231b230d0fb1c1e02630c),tn,hosur,p1,l1,m1,op1,d1,temp,347
ObjectId(5b2231b430d0fb1c1e02630d),tn,hosur,p1,l1,m1,op1,d1,temp,348
ObjectId(5b2231b530d0fb1c1e02630e),tn,hosur,p1,l1,m1,op1,d1,temp,349
ObjectId(5b2231b630d0fb1c1e02630f),tn,hosur,p1,l1,m1,op1,d1,temp,350
ObjectId(5b2231b730d0fb1c1e026310),tn,hosur,p1,l1,m1,op1,d1,temp,351
ObjectId(5b2231b830d0fb1c1e026311),tn,hosur,p1,l1,m1,op1,d1,temp,352
ObjectId(5b2231b930d0fb1c1e026312),tn,hosur,p1,l1,m1,op1,d1,temp,353
ObjectId(5b2231ba30d0fb1c1e026313),tn,hosur,p1,l1,m1,op1,d1,temp,354
ObjectId(5b2231bb30d0fb1c1e026314),tn,hosur,p1,l1,m1,op1,d1,temp,355
ObjectId(5b2231bc30d0fb1c1e026315),tn,hosur,p1,l1,m1,op1,d1,temp,356
ObjectId(5b2231bd30d0fb1c1e026316),tn,hosur,p1,l1,m1,op1,d1,temp,357
ObjectId(5b2231be30d0fb1c1e026317),tn,hosur,p1,l1,m1,op1,d1,temp,358
ObjectId(5b2231bf30d0fb1c1e026318),tn,hosur,p1,l1,m1,op1,d1,temp,359
ObjectId(5b2231c030d0fb1c1e026319),tn,hosur,p1,l1,m1,op1,d1,temp,360
ObjectId(5b2231c130d0fb1c1e02631a),tn,hosur,p1,l1,m1,op1,d1,temp,361
ObjectId(5b2231c230d0fb1c1e02631b),tn,hosur,p1,l1,m1,op1,d1,temp,362
ObjectId(5b2231c330d0fb1c1e02631c),tn,hosur,p1,l1,m1,op1,d1,temp,363
ObjectId(5b2231c430d0fb1c1e02631d),tn,hosur,p1,l1,m1,op1,d1,temp,364
ObjectId(5b2231c530d0fb1c1e02631e),tn,hosur,p1,l1,m1,op1,d1,temp,365
ObjectId(5b2231c630d0fb1c1e02631f),tn,hosur,p1,l1,m1,op1,d1,temp,366
ObjectId(5b2231c730d0fb1c1e026320),tn,hosur,p1,l1,m1,op1,d1,temp,367
ObjectId(5b2231c830d0fb1c1e026321),tn,hosur,p1,l1,m1,op1,d1,temp,368
ObjectId(5b2231c930d0fb1c1e026322),tn,hosur,p1,l1,m1,op1,d1,temp,369
ObjectId(5b2231ca30d0fb1c1e026323),tn,hosur,p1,l1,m1,op1,d1,temp,370
ObjectId(5b2231cb30d0fb1c1e026324),tn,hosur,p1,l1,m1,op1,d1,temp,371
ObjectId(5b2231cc30d0fb1c1e026325),tn,hosur,p1,l1,m1,op1,d1,temp,372
ObjectId(5b2231cd30d0fb1c1e026326),tn,hosur,p1,l1,m1,op1,d1,temp,373
ObjectId(5b2231ce30d0fb1c1e026327),tn,hosur,p1,l1,m1,op1,d1,temp,374
ObjectId(5b2231cf30d0fb1c1e026328),tn,hosur,p1,l1,m1,op1,d1,temp,375
ObjectId(5b2231d030d0fb1c1e026329),tn,hosur,p1,l1,m1,op1,d1,temp,376
ObjectId(5b2231d130d0fb1c1e02632a),tn,hosur,p1,l1,m1,op1,d1,temp,377
ObjectId(5b2231d230d0fb1c1e02632b),tn,hosur,p1,l1,m1,op1,d1,temp,378
ObjectId(5b2231d330d0fb1c1e02632c),tn,hosur,p1,l1,m1,op1,d1,temp,379
ObjectId(5b2231d430d0fb1c1e02632d),tn,hosur,p1,l1,m1,op1,d1,temp,380
ObjectId(5b2231d530d0fb1c1e02632e),tn,hosur,p1,l1,m1,op1,d1,temp,381
ObjectId(5b2231d630d0fb1c1e02632f),tn,hosur,p1,l1,m1,op1,d1,temp,382
ObjectId(5b2231d730d0fb1c1e026330),tn,hosur,p1,l1,m1,op1,d1,temp,383
ObjectId(5b2231d830d0fb1c1e026331),tn,hosur,p1,l1,m1,op1,d1,temp,384
ObjectId(5b2231d930d0fb1c1e026332),tn,hosur,p1,l1,m1,op1,d1,temp,385
ObjectId(5b2231da30d0fb1c1e026333),tn,hosur,p1,l1,m1,op1,d1,temp,386
ObjectId(5b2231db30d0fb1c1e026334),tn,hosur,p1,l1,m1,op1,d1,temp,387
ObjectId(5b2231dc30d0fb1c1e026335),tn,hosur,p1,l1,m1,op1,d1,temp,388
ObjectId(5b2231dd30d0fb1c1e026336),tn,hosur,p1,l1,m1,op1,d1,temp,389
ObjectId(5b2231de30d0fb1c1e026337),tn,hosur,p1,l1,m1,op1,d1,temp,390
ObjectId(5b2231df30d0fb1c1e026338),tn,hosur,p1,l1,m1,op1,d1,temp,391
ObjectId(5b2231e030d0fb1c1e026339),tn,hosur,p1,l1,m1,op1,d1,temp,392
ObjectId(5b2231e130d0fb1c1e02633a),tn,hosur,p1,l1,m1,op1,d1,temp,393
ObjectId(5b2231e230d0fb1c1e02633b),tn,hosur,p1,l1,m1,op1,d1,temp,394
ObjectId(5b2231e330d0fb1c1e02633c),tn,hosur,p1,l1,m1,op1,d1,temp,395
ObjectId(5b2231e430d0fb1c1e02633d),tn,hosur,p1,l1,m1,op1,d1,temp,396
ObjectId(5b2231e530d0fb1c1e02633e),tn,hosur,p1,l1,m1,op1,d1,temp,397
ObjectId(5b2231e630d0fb1c1e02633f),tn,hosur,p1,l1,m1,op1,d1,temp,398
ObjectId(5b2231e730d0fb1c1e026340),tn,hosur,p1,l1,m1,op1,d1,temp,399
ObjectId(5b2231e830d0fb1c1e026341),tn,hosur,p1,l1,m1,op1,d1,temp,400
ObjectId(5b2231e930d0fb1c1e026342),tn,hosur,p1,l1,m1,op1,d1,temp,401
ObjectId(5b2231ea30d0fb1c1e026343),tn,hosur,p1,l1,m1,op1,d1,temp,402
ObjectId(5b2231eb30d0fb1c1e026344),tn,hosur,p1,l1,m1,op1,d1,temp,403
ObjectId(5b2231ec30d0fb1c1e026345),tn,hosur,p1,l1,m1,op1,d1,temp,404
ObjectId(5b2231ed30d0fb1c1e026346),tn,hosur,p1,l1,m1,op1,d1,temp,405
ObjectId(5b2231ee30d0fb1c1e026347),tn,hosur,p1,l1,m1,op1,d1,temp,406
ObjectId(5b2231ef30d0fb1c1e026348),tn,hosur,p1,l1,m1,op1,d1,temp,407
ObjectId(5b2231f030d0fb1c1e026349),tn,hosur,p1,l1,m1,op1,d1,temp,408
ObjectId(5b2231f130d0fb1c1e02634a),tn,hosur,p1,l1,m1,op1,d1,temp,409
ObjectId(5b2231f230d0fb1c1e02634b),tn,hosur,p1,l1,m1,op1,d1,temp,410
ObjectId(5b2231f330d0fb1c1e02634c),tn,hosur,p1,l1,m1,op1,d1,temp,411
ObjectId(5b2231f430d0fb1c1e02634d),tn,hosur,p1,l1,m1,op1,d1,temp,412
ObjectId(5b2231f530d0fb1c1e02634e),tn,hosur,p1,l1,m1,op1,d1,temp,413
ObjectId(5b2231f630d0fb1c1e02634f),tn,hosur,p1,l1,m1,op1,d1,temp,414
ObjectId(5b2231f730d0fb1c1e026350),tn,hosur,p1,l1,m1,op1,d1,temp,415
ObjectId(5b2231f830d0fb1c1e026351),tn,hosur,p1,l1,m1,op1,d1,temp,416
ObjectId(5b2231f930d0fb1c1e026352),tn,hosur,p1,l1,m1,op1,d1,temp,417
ObjectId(5b2231fa30d0fb1c1e026353),tn,hosur,p1,l1,m1,op1,d1,temp,418
ObjectId(5b2231fb30d0fb1c1e026354),tn,hosur,p1,l1,m1,op1,d1,temp,419
ObjectId(5b2231fc30d0fb1c1e026355),tn,hosur,p1,l1,m1,op1,d1,temp,420
ObjectId(5b2231fd30d0fb1c1e026356),tn,hosur,p1,l1,m1,op1,d1,temp,421
ObjectId(5b2231fe30d0fb1c1e026357),tn,hosur,p1,l1,m1,op1,d1,temp,422
ObjectId(5b2231ff30d0fb1c1e026358),tn,hosur,p1,l1,m1,op1,d1,temp,423
ObjectId(5b22320030d0fb1c1e026359),tn,hosur,p1,l1,m1,op1,d1,temp,424
ObjectId(5b22320130d0fb1c1e02635a),tn,hosur,p1,l1,m1,op1,d1,temp,425
ObjectId(5b22320230d0fb1c1e02635b),tn,hosur,p1,l1,m1,op1,d1,temp,426
ObjectId(5b22320330d0fb1c1e02635c),tn,hosur,p1,l1,m1,op1,d1,temp,427
ObjectId(5b22320430d0fb1c1e02635d),tn,hosur,p1,l1,m1,op1,d1,temp,428
ObjectId(5b22320530d0fb1c1e02635e),tn,hosur,p1,l1,m1,op1,d1,temp,429
ObjectId(5b22320630d0fb1c1e02635f),tn,hosur,p1,l1,m1,op1,d1,temp,430
ObjectId(5b22320730d0fb1c1e026360),tn,hosur,p1,l1,m1,op1,d1,temp,431
ObjectId(5b22320830d0fb1c1e026361),tn,hosur,p1,l1,m1,op1,d1,temp,432
ObjectId(5b22320930d0fb1c1e026362),tn,hosur,p1,l1,m1,op1,d1,temp,433
ObjectId(5b22320a30d0fb1c1e026363),tn,hosur,p1,l1,m1,op1,d1,temp,434
ObjectId(5b22320b30d0fb1c1e026364),tn,hosur,p1,l1,m1,op1,d1,temp,435
ObjectId(5b22320c30d0fb1c1e026365),tn,hosur,p1,l1,m1,op1,d1,temp,436
ObjectId(5b22320d30d0fb1c1e026366),tn,hosur,p1,l1,m1,op1,d1,temp,437
ObjectId(5b22320e30d0fb1c1e026367),tn,hosur,p1,l1,m1,op1,d1,temp,438
ObjectId(5b22320f30d0fb1c1e026368),tn,hosur,p1,l1,m1,op1,d1,temp,439
ObjectId(5b22321030d0fb1c1e026369),tn,hosur,p1,l1,m1,op1,d1,temp,440
ObjectId(5b22321130d0fb1c1e02636a),tn,hosur,p1,l1,m1,op1,d1,temp,441
ObjectId(5b22321230d0fb1c1e02636b),tn,hosur,p1,l1,m1,op1,d1,temp,442
ObjectId(5b22321330d0fb1c1e02636c),tn,hosur,p1,l1,m1,op1,d1,temp,443
ObjectId(5b22321430d0fb1c1e02636d),tn,hosur,p1,l1,m1,op1,d1,temp,444
ObjectId(5b22321530d0fb1c1e02636e),tn,hosur,p1,l1,m1,op1,d1,temp,445
ObjectId(5b22321630d0fb1c1e02636f),tn,hosur,p1,l1,m1,op1,d1,temp,446
ObjectId(5b22321730d0fb1c1e026370),tn,hosur,p1,l1,m1,op1,d1,temp,447
ObjectId(5b22321830d0fb1c1e026371),tn,hosur,p1,l1,m1,op1,d1,temp,448
ObjectId(5b22321930d0fb1c1e026372),tn,hosur,p1,l1,m1,op1,d1,temp,449
ObjectId(5b22321a30d0fb1c1e026373),tn,hosur,p1,l1,m1,op1,d1,temp,450
ObjectId(5b22321b30d0fb1c1e026374),tn,hosur,p1,l1,m1,op1,d1,temp,451
ObjectId(5b22321c30d0fb1c1e026375),tn,hosur,p1,l1,m1,op1,d1,temp,452
ObjectId(5b22321d30d0fb1c1e026376),tn,hosur,p1,l1,m1,op1,d1,temp,453
ObjectId(5b22321e30d0fb1c1e026377),tn,hosur,p1,l1,m1,op1,d1,temp,454
ObjectId(5b22321f30d0fb1c1e026378),tn,hosur,p1,l1,m1,op1,d1,temp,455
ObjectId(5b22322030d0fb1c1e026379),tn,hosur,p1,l1,m1,op1,d1,temp,456
ObjectId(5b22322130d0fb1c1e02637a),tn,hosur,p1,l1,m1,op1,d1,temp,457
ObjectId(5b22322230d0fb1c1e02637b),tn,hosur,p1,l1,m1,op1,d1,temp,458
ObjectId(5b22322330d0fb1c1e02637c),tn,hosur,p1,l1,m1,op1,d1,temp,459
ObjectId(5b22322430d0fb1c1e02637d),tn,hosur,p1,l1,m1,op1,d1,temp,460
ObjectId(5b22322530d0fb1c1e02637e),tn,hosur,p1,l1,m1,op1,d1,temp,461
ObjectId(5b22322630d0fb1c1e02637f),tn,hosur,p1,l1,m1,op1,d1,temp,462
ObjectId(5b22322730d0fb1c1e026380),tn,hosur,p1,l1,m1,op1,d1,temp,463
ObjectId(5b22322830d0fb1c1e026381),tn,hosur,p1,l1,m1,op1,d1,temp,464
ObjectId(5b22322930d0fb1c1e026382),tn,hosur,p1,l1,m1,op1,d1,temp,465
ObjectId(5b22322a30d0fb1c1e026383),tn,hosur,p1,l1,m1,op1,d1,temp,466
ObjectId(5b22322b30d0fb1c1e026384),tn,hosur,p1,l1,m1,op1,d1,temp,467
ObjectId(5b22322c30d0fb1c1e026385),tn,hosur,p1,l1,m1,op1,d1,temp,468
ObjectId(5b22322d30d0fb1c1e026386),tn,hosur,p1,l1,m1,op1,d1,temp,469
ObjectId(5b22322e30d0fb1c1e026387),tn,hosur,p1,l1,m1,op1,d1,temp,470
ObjectId(5b22322f30d0fb1c1e026388),tn,hosur,p1,l1,m1,op1,d1,temp,471
ObjectId(5b22323030d0fb1c1e026389),tn,hosur,p1,l1,m1,op1,d1,temp,472
ObjectId(5b22323130d0fb1c1e02638a),tn,hosur,p1,l1,m1,op1,d1,temp,473
ObjectId(5b22323230d0fb1c1e02638b),tn,hosur,p1,l1,m1,op1,d1,temp,474
ObjectId(5b22323330d0fb1c1e02638c),tn,hosur,p1,l1,m1,op1,d1,temp,475
ObjectId(5b22323430d0fb1c1e02638d),tn,hosur,p1,l1,m1,op1,d1,temp,476
ObjectId(5b22323530d0fb1c1e02638e),tn,hosur,p1,l1,m1,op1,d1,temp,477
ObjectId(5b22323630d0fb1c1e02638f),tn,hosur,p1,l1,m1,op1,d1,temp,478
ObjectId(5b22323730d0fb1c1e026390),tn,hosur,p1,l1,m1,op1,d1,temp,479
ObjectId(5b22323830d0fb1c1e026391),tn,hosur,p1,l1,m1,op1,d1,temp,480
ObjectId(5b22323930d0fb1c1e026392),tn,hosur,p1,l1,m1,op1,d1,temp,481
ObjectId(5b22323a30d0fb1c1e026393),tn,hosur,p1,l1,m1,op1,d1,temp,482
ObjectId(5b22323b30d0fb1c1e026394),tn,hosur,p1,l1,m1,op1,d1,temp,483
ObjectId(5b22323c30d0fb1c1e026395),tn,hosur,p1,l1,m1,op1,d1,temp,484
ObjectId(5b22323d30d0fb1c1e026396),tn,hosur,p1,l1,m1,op1,d1,temp,485
ObjectId(5b22323e30d0fb1c1e026397),tn,hosur,p1,l1,m1,op1,d1,temp,486
ObjectId(5b22323f30d0fb1c1e026398),tn,hosur,p1,l1,m1,op1,d1,temp,487
ObjectId(5b22324030d0fb1c1e026399),tn,hosur,p1,l1,m1,op1,d1,temp,488
ObjectId(5b22324130d0fb1c1e02639a),tn,hosur,p1,l1,m1,op1,d1,temp,489
ObjectId(5b22324230d0fb1c1e02639b),tn,hosur,p1,l1,m1,op1,d1,temp,490
ObjectId(5b22324330d0fb1c1e02639c),tn,hosur,p1,l1,m1,op1,d1,temp,491
ObjectId(5b22324430d0fb1c1e02639d),tn,hosur,p1,l1,m1,op1,d1,temp,492
ObjectId(5b22324530d0fb1c1e02639e),tn,hosur,p1,l1,m1,op1,d1,temp,493
ObjectId(5b22324630d0fb1c1e02639f),tn,hosur,p1,l1,m1,op1,d1,temp,494
ObjectId(5b22324730d0fb1c1e0263a0),tn,hosur,p1,l1,m1,op1,d1,temp,495
ObjectId(5b22324830d0fb1c1e0263a1),tn,hosur,p1,l1,m1,op1,d1,temp,496
ObjectId(5b22324930d0fb1c1e0263a2),tn,hosur,p1,l1,m1,op1,d1,temp,497
ObjectId(5b22324a30d0fb1c1e0263a3),tn,hosur,p1,l1,m1,op1,d1,temp,498
ObjectId(5b22324b30d0fb1c1e0263a4),tn,hosur,p1,l1,m1,op1,d1,temp,499
ObjectId(5b22324c30d0fb1c1e0263a5),tn,hosur,p1,l1,m1,op1,d1,temp,500
ObjectId(5b22324d30d0fb1c1e0263a6),tn,hosur,p1,l1,m1,op1,d1,temp,501
ObjectId(5b22324e30d0fb1c1e0263a7),tn,hosur,p1,l1,m1,op1,d1,temp,502
ObjectId(5b22324f30d0fb1c1e0263a8),tn,hosur,p1,l1,m1,op1,d1,temp,503
ObjectId(5b22325030d0fb1c1e0263a9),tn,hosur,p1,l1,m1,op1,d1,temp,504
ObjectId(5b22325130d0fb1c1e0263aa),tn,hosur,p1,l1,m1,op1,d1,temp,505
ObjectId(5b22325230d0fb1c1e0263ab),tn,hosur,p1,l1,m1,op1,d1,temp,506
ObjectId(5b22325330d0fb1c1e0263ac),tn,hosur,p1,l1,m1,op1,d1,temp,507
ObjectId(5b22325430d0fb1c1e0263ad),tn,hosur,p1,l1,m1,op1,d1,temp,508
ObjectId(5b22325530d0fb1c1e0263ae),tn,hosur,p1,l1,m1,op1,d1,temp,509
ObjectId(5b22325630d0fb1c1e0263af),tn,hosur,p1,l1,m1,op1,d1,temp,510
ObjectId(5b22325730d0fb1c1e0263b0),tn,hosur,p1,l1,m1,op1,d1,temp,511
ObjectId(5b22325830d0fb1c1e0263b1),tn,hosur,p1,l1,m1,op1,d1,temp,512
ObjectId(5b22325930d0fb1c1e0263b2),tn,hosur,p1,l1,m1,op1,d1,temp,513
ObjectId(5b22325a30d0fb1c1e0263b3),tn,hosur,p1,l1,m1,op1,d1,temp,514
ObjectId(5b22325b30d0fb1c1e0263b4),tn,hosur,p1,l1,m1,op1,d1,temp,515
ObjectId(5b22325c30d0fb1c1e0263b5),tn,hosur,p1,l1,m1,op1,d1,temp,516
ObjectId(5b22325d30d0fb1c1e0263b6),tn,hosur,p1,l1,m1,op1,d1,temp,517
ObjectId(5b22325e30d0fb1c1e0263b7),tn,hosur,p1,l1,m1,op1,d1,temp,518
ObjectId(5b22325f30d0fb1c1e0263b8),tn,hosur,p1,l1,m1,op1,d1,temp,519
ObjectId(5b22326030d0fb1c1e0263b9),tn,hosur,p1,l1,m1,op1,d1,temp,520
ObjectId(5b22326130d0fb1c1e0263ba),tn,hosur,p1,l1,m1,op1,d1,temp,521
ObjectId(5b22326230d0fb1c1e0263bb),tn,hosur,p1,l1,m1,op1,d1,temp,522
ObjectId(5b22326330d0fb1c1e0263bc),tn,hosur,p1,l1,m1,op1,d1,temp,523
ObjectId(5b22326430d0fb1c1e0263bd),tn,hosur,p1,l1,m1,op1,d1,temp,524
ObjectId(5b22326530d0fb1c1e0263be),tn,hosur,p1,l1,m1,op1,d1,temp,525
ObjectId(5b22326630d0fb1c1e0263bf),tn,hosur,p1,l1,m1,op1,d1,temp,526
ObjectId(5b22326730d0fb1c1e0263c0),tn,hosur,p1,l1,m1,op1,d1,temp,527
ObjectId(5b22326830d0fb1c1e0263c1),tn,hosur,p1,l1,m1,op1,d1,temp,528
ObjectId(5b22326930d0fb1c1e0263c2),tn,hosur,p1,l1,m1,op1,d1,temp,529
ObjectId(5b22326a30d0fb1c1e0263c3),tn,hosur,p1,l1,m1,op1,d1,temp,530
ObjectId(5b22326b30d0fb1c1e0263c4),tn,hosur,p1,l1,m1,op1,d1,temp,531
ObjectId(5b22326c30d0fb1c1e0263c5),tn,hosur,p1,l1,m1,op1,d1,temp,532
ObjectId(5b22326d30d0fb1c1e0263c6),tn,hosur,p1,l1,m1,op1,d1,temp,533
ObjectId(5b22326e30d0fb1c1e0263c7),tn,hosur,p1,l1,m1,op1,d1,temp,534
ObjectId(5b22326f30d0fb1c1e0263c8),tn,hosur,p1,l1,m1,op1,d1,temp,535
ObjectId(5b22327030d0fb1c1e0263c9),tn,hosur,p1,l1,m1,op1,d1,temp,536
ObjectId(5b22327130d0fb1c1e0263ca),tn,hosur,p1,l1,m1,op1,d1,temp,537
ObjectId(5b22327230d0fb1c1e0263cb),tn,hosur,p1,l1,m1,op1,d1,temp,538
ObjectId(5b22327330d0fb1c1e0263cc),tn,hosur,p1,l1,m1,op1,d1,temp,539
ObjectId(5b22327430d0fb1c1e0263cd),tn,hosur,p1,l1,m1,op1,d1,temp,540
ObjectId(5b22327530d0fb1c1e0263ce),tn,hosur,p1,l1,m1,op1,d1,temp,541
ObjectId(5b22327630d0fb1c1e0263cf),tn,hosur,p1,l1,m1,op1,d1,temp,542
ObjectId(5b22327730d0fb1c1e0263d0),tn,hosur,p1,l1,m1,op1,d1,temp,543
ObjectId(5b22327830d0fb1c1e0263d1),tn,hosur,p1,l1,m1,op1,d1,temp,544
ObjectId(5b22327930d0fb1c1e0263d2),tn,hosur,p1,l1,m1,op1,d1,temp,545
ObjectId(5b22327a30d0fb1c1e0263d3),tn,hosur,p1,l1,m1,op1,d1,temp,546
ObjectId(5b22327b30d0fb1c1e0263d4),tn,hosur,p1,l1,m1,op1,d1,temp,547
ObjectId(5b22327c30d0fb1c1e0263d5),tn,hosur,p1,l1,m1,op1,d1,temp,548
ObjectId(5b22327d30d0fb1c1e0263d6),tn,hosur,p1,l1,m1,op1,d1,temp,549
ObjectId(5b22327e30d0fb1c1e0263d7),tn,hosur,p1,l1,m1,op1,d1,temp,550
